plz,bundesland,ort
94538,Bayern,Fürstenstein
15517,Brandenburg,Fürstenwalde/Spree
94081,Bayern,Fürstenzell
84095,Bayern,Furth
90762,Bayern,Fürth
90763,Bayern,Fürth
90765,Bayern,Fürth
90766,Bayern,Fürth
90768,Bayern,Fürth
64658,Hessen,Fürth
57539,Rheinland-Pfalz,Fürthen
93437,Bayern,Furth im Wald
78120,Baden-Württemberg,Furtwangen im Schwarzwald
87629,Bayern,Füssen
67136,Rheinland-Pfalz,Fußgönheim
2953,Sachsen,Gablenz - Jabłońc
86456,Bayern,Gablingen
55288,Rheinland-Pfalz,Gabsheim
86565,Bayern,Gachenbach
56412,Rheinland-Pfalz,Gackenbach
19205,Mecklenburg-Vorpommern,Gadebusch
97503,Bayern,Gädheim
23968,Mecklenburg-Vorpommern,Gägelow
76571,Baden-Württemberg,Gaggenau
69251,Baden-Württemberg,Gaiberg
78343,Baden-Württemberg,Gaienhofen
74405,Baden-Württemberg,Gaildorf
78262,Baden-Württemberg,Gailingen am Hochrhein
85080,Bayern,Gaimersheim
83674,Bayern,Gaißach
17099,Mecklenburg-Vorpommern,Galenbeck
56651,Rheinland-Pfalz,Galenberg
19258,Mecklenburg-Vorpommern,Gallin
19386,Mecklenburg-Vorpommern,Gallin-Kuppentin
91605,Bayern,Gallmersgarten
25899,Schleswig-Holstein,Galmsbüll
56761,Rheinland-Pfalz,Gamlen
24340,Schleswig-Holstein,Gammelby
19230,Mecklenburg-Vorpommern,Gammelin
85408,Bayern,Gammelsdorf
73108,Baden-Württemberg,Gammelshausen
72501,Baden-Württemberg,Gammertingen
27777,Niedersachsen,Ganderkesee
27324,Niedersachsen,Gandesbergen
52538,Nordrhein-Westfalen,Gangelt
84140,Bayern,Gangkofen
99634,Thüringen,Gangloffsömmern
19395,Mecklenburg-Vorpommern,Ganzlin
56294,Rheinland-Pfalz,Gappenach
30823,Niedersachsen,Garbsen
30826,Niedersachsen,Garbsen
30827,Niedersachsen,Garbsen
84518,Bayern,Garching an der Alz
85748,Bayern,Garching bei München
39638,Sachsen-Anhalt,Gardelegen
39646,Sachsen-Anhalt,Gardelegen
39649,Sachsen-Anhalt,Gardelegen
25836,Schleswig-Holstein,Garding
21376,Niedersachsen,Garlstorf
82467,Bayern,Garmisch-Partenkirchen
82475,Bayern,Garmisch-Partenkirchen
49681,Niedersachsen,Garrel
83536,Bayern,Gars am Inn
83546,Bayern,Gars am Inn
83555,Bayern,Gars am Inn
83559,Bayern,Gars am Inn
21441,Niedersachsen,Garstedt
29471,Niedersachsen,Gartow
71116,Baden-Württemberg,Gärtringen
16307,Brandenburg,Gartz (Oder)
17419,Mecklenburg-Vorpommern,Garz
15345,Brandenburg,Garzau-Garzin
18574,Mecklenburg-Vorpommern,Garz/Rügen
95185,Bayern,Gattendorf
55435,Rheinland-Pfalz,Gau-Algesheim
55599,Rheinland-Pfalz,Gau-Bickelheim
55296,Rheinland-Pfalz,Gau-Bischofsheim
7580,Thüringen,Gauern
67294,Rheinland-Pfalz,Gauersheim
71126,Baden-Württemberg,Gäufelden
67822,Rheinland-Pfalz,Gaugrehweiler
55234,Rheinland-Pfalz,Gau-Heppenheim
97253,Bayern,Gaukönigshofen
55239,Rheinland-Pfalz,Gau-Odernheim
25782,Schleswig-Holstein,Gaushorn
82131,Bayern,Gauting
55578,Rheinland-Pfalz,Gau-Weinheim
92274,Bayern,Gebenbach
99189,Thüringen,Gebesee
57580,Rheinland-Pfalz,Gebhardshain
55595,Rheinland-Pfalz,Gebroth
91607,Bayern,Gebsattel
75391,Baden-Württemberg,Gechingen
63688,Hessen,Gedern
49744,Niedersachsen,Geeste
21502,Schleswig-Holstein,Geesthacht
27607,Niedersachsen,Geestland
27624,Niedersachsen,Geestland
54552,Rheinland-Pfalz,Gefell
7926,Thüringen,Gefell
95482,Bayern,Gefrees
57627,Rheinland-Pfalz,Gehlert
19386,Mecklenburg-Vorpommern,Gehlsbach
55490,Rheinland-Pfalz,Gehlweiler
6571,Thüringen,Gehofen
49596,Niedersachsen,Gehrde
30989,Niedersachsen,Gehrden
67724,Rheinland-Pfalz,Gehrweiler
54675,Rheinland-Pfalz,Geichlingen
94244,Bayern,Geiersthal
52511,Nordrhein-Westfalen,Geilenkirchen
56379,Rheinland-Pfalz,Geilnau
36419,Thüringen,Geisa
63826,Bayern,Geiselbach
67715,Rheinland-Pfalz,Geiselberg
94333,Bayern,Geiselhöring
96160,Bayern,Geiselwind
85290,Bayern,Geisenfeld
7646,Thüringen,Geisenhain
84144,Bayern,Geisenhausen
65366,Hessen,Geisenheim
54413,Rheinland-Pfalz,Geisfeld
56357,Rheinland-Pfalz,Geisig
78187,Baden-Württemberg,Geisingen
37308,Thüringen,Geisleden
72351,Baden-Württemberg,Geislingen
73312,Baden-Württemberg,Geislingen an der Steige
37308,Thüringen,Geismar
4643,Sachsen,Geithain
18182,Mecklenburg-Vorpommern,Gelbensande
97255,Bayern,Gelchsheim
47608,Nordrhein-Westfalen,Geldern
97505,Bayern,Geldersheim
9423,Sachsen,Gelenau/Erzgebirge
53539,Rheinland-Pfalz,Gelenberg
63571,Hessen,Gelnhausen
63589,Hessen,Gelnhausen
45879,Nordrhein-Westfalen,Gelsenkirchen
45881,Nordrhein-Westfalen,Gelsenkirchen
45883,Nordrhein-Westfalen,Gelsenkirchen
45884,Nordrhein-Westfalen,Gelsenkirchen
45886,Nordrhein-Westfalen,Gelsenkirchen
45888,Nordrhein-Westfalen,Gelsenkirchen
45889,Nordrhein-Westfalen,Gelsenkirchen
45891,Nordrhein-Westfalen,Gelsenkirchen
45892,Nordrhein-Westfalen,Gelsenkirchen
45894,Nordrhein-Westfalen,Gelsenkirchen
45896,Nordrhein-Westfalen,Gelsenkirchen
45897,Nordrhein-Westfalen,Gelsenkirchen
45899,Nordrhein-Westfalen,Gelsenkirchen
82269,Bayern,Geltendorf
24395,Schleswig-Holstein,Gelting
24884,Schleswig-Holstein,Geltorf
56357,Rheinland-Pfalz,Gemmerich
75050,Baden-Württemberg,Gemmingen
74376,Baden-Württemberg,Gemmrigheim
54673,Rheinland-Pfalz,Gemünd
35285,Hessen,Gemünden
56459,Rheinland-Pfalz,Gemünden
55490,Rheinland-Pfalz,Gemünden
97737,Bayern,Gemünden am Main
35329,Hessen,Gemünden (Felda)
86682,Bayern,Genderkingen
77723,Baden-Württemberg,Gengenbach
55457,Rheinland-Pfalz,Gensingen
39291,Sachsen-Anhalt,Genthin
39307,Sachsen-Anhalt,Genthin
54675,Rheinland-Pfalz,Gentingen
92697,Bayern,Georgenberg
91166,Bayern,Georgensgmünd
99887,Thüringen,Georgenthal
49828,Niedersachsen,Georgsdorf
49124,Niedersachsen,Georgsmarienhütte
7545,Thüringen,Gera
7546,Thüringen,Gera
7548,Thüringen,Gera
7549,Thüringen,Gera
7551,Thüringen,Gera
7552,Thüringen,Gera
7554,Thüringen,Gera
7557,Thüringen,Gera
74582,Baden-Württemberg,Gerabronn
96161,Bayern,Gerach
55743,Rheinland-Pfalz,Gerach
99330,Thüringen,Geratal
99331,Thüringen,Geratal
84552,Bayern,Geratskirchen
67813,Rheinland-Pfalz,Gerbach
37318,Thüringen,Gerbershausen
97218,Bayern,Gerbrunn
6347,Sachsen-Anhalt,Gerbstedt
29581,Niedersachsen,Gerdau
16928,Brandenburg,Gerdshagen
82538,Bayern,Geretsried
66851,Rheinland-Pfalz,Gerhardsbrunn
66894,Rheinland-Pfalz,Gerhardsbrunn
91466,Bayern,Gerhardshofen
56751,Rheinland-Pfalz,Gering
9326,Sachsen,Geringswalde
70839,Baden-Württemberg,Gerlingen
87656,Bayern,Germaringen
82110,Bayern,Germering
76726,Rheinland-Pfalz,Germersheim
37339,Thüringen,Gernrode
76593,Baden-Württemberg,Gernsbach
64579,Hessen,Gernsheim
97779,Bayern,Geroda
7819,Thüringen,Geroda
95179,Bayern,Geroldsgrün
97256,Bayern,Geroldshausen
91726,Bayern,Gerolfingen
85302,Bayern,Gerolsbach
67229,Rheinland-Pfalz,Gerolsheim
54568,Rheinland-Pfalz,Gerolstein
97447,Bayern,Gerolzhofen
9355,Sachsen,Gersdorf
36129,Hessen,Gersfeld
66453,Saarland,Gersheim
49838,Niedersachsen,Gersten
4617,Thüringen,Gerstenberg
36419,Thüringen,Gerstengrund
89547,Baden-Württemberg,Gerstetten
86368,Bayern,Gersthofen
99834,Thüringen,Gerstungen
17268,Brandenburg,Gerswalde
7389,Thüringen,Gertewitz
84175,Bayern,Gerzen
23815,Schleswig-Holstein,Geschendorf
48712,Nordrhein-Westfalen,Gescher
95494,Bayern,Gesees
59590,Nordrhein-Westfalen,Geseke
91608,Bayern,Geslau
86459,Bayern,Gessertshausen
88167,Bayern,Gestratz
49843,Niedersachsen,Getelo
24214,Schleswig-Holstein,Gettorf
58285,Nordrhein-Westfalen,Gevelsberg
56825,Rheinland-Pfalz,Gevenich
38384,Niedersachsen,Gevensleben
9468,Sachsen,Geyer
97232,Bayern,Giebelstadt
37434,Niedersachsen,Gieboldehausen
24321,Schleswig-Holstein,Giekau
57610,Rheinland-Pfalz,Gieleroth
54424,Rheinland-Pfalz,Gielert
17139,Mecklenburg-Vorpommern,Gielow
89522,Baden-Württemberg,Giengen an der Brenz
89537,Baden-Württemberg,Giengen an der Brenz
56294,Rheinland-Pfalz,Gierschnach
57632,Rheinland-Pfalz,Giershausen
6449,Sachsen-Anhalt,Giersleben
99100,Thüringen,Gierstädt
54614,Rheinland-Pfalz,Giesdorf
31180,Niedersachsen,Giesen
57612,Rheinland-Pfalz,Giesenhausen
23909,Schleswig-Holstein,Giesensdorf
35390,Hessen,Gießen
35392,Hessen,Gießen
35394,Hessen,Gießen
35396,Hessen,Gießen
35398,Hessen,Gießen
38518,Niedersachsen,Gifhorn
38559,Niedersachsen,Gifhorn
82205,Bayern,Gilching
56825,Rheinland-Pfalz,Gillenbeuren
54558,Rheinland-Pfalz,Gillenfeld
34630,Hessen,Gilserberg
29690,Niedersachsen,Gilten
54298,Rheinland-Pfalz,Gilzem
67578,Rheinland-Pfalz,Gimbsheim
55767,Rheinland-Pfalz,Gimbweiler
54657,Rheinland-Pfalz,Gindorf
73333,Baden-Württemberg,Gingen an der Fils
18569,Mecklenburg-Vorpommern,Gingst
65462,Hessen,Ginsheim-Gustavsburg
67742,Rheinland-Pfalz,Ginsweiler
54533,Rheinland-Pfalz,Gipperath
56459,Rheinland-Pfalz,Girkenroth
56412,Rheinland-Pfalz,Girod
54518,Rheinland-Pfalz,Gladbach
45964,Nordrhein-Westfalen,Gladbeck
45966,Nordrhein-Westfalen,Gladbeck
45968,Nordrhein-Westfalen,Gladbeck
35075,Hessen,Gladenbach
66887,Rheinland-Pfalz,Glanbrücken
49219,Niedersachsen,Glandorf
66907,Rheinland-Pfalz,Glan-Münchweiler
23719,Schleswig-Holstein,Glasau
37308,Thüringen,Glasehausen
18276,Mecklenburg-Vorpommern,Glasewitz
1768,Sachsen,Glashütte
61479,Hessen,Glashütten
95496,Bayern,Glashütten
23992,Mecklenburg-Vorpommern,Glasin
17322,Mecklenburg-Vorpommern,Glasow
63864,Bayern,Glattbach
72293,Baden-Württemberg,Glatten
1612,Sachsen,Glaubitz
63695,Hessen,Glauburg
8371,Sachsen,Glauchau
56653,Rheinland-Pfalz,Glees
37130,Niedersachsen,Gleichen
6632,Sachsen-Anhalt,Gleina
92723,Bayern,Gleiritsch
93477,Bayern,Gleißenberg
76835,Rheinland-Pfalz,Gleisweiler
76889,Rheinland-Pfalz,Gleiszellen-Gleishorbach
18513,Mecklenburg-Vorpommern,Glewitz
16548,Brandenburg,Glienicke/Nordbahn
21509,Schleswig-Holstein,Glinde
85625,Bayern,Glonn
89353,Bayern,Glött
79286,Baden-Württemberg,Glottertal
18551,Mecklenburg-Vorpommern,Glowe
24960,Schleswig-Holstein,Glücksburg
25348,Schleswig-Holstein,Glückstadt
25779,Schleswig-Holstein,Glüsing
83703,Bayern,Gmund
27442,Niedersachsen,Gnarrenburg
7646,Thüringen,Gneus
19065,Mecklenburg-Vorpommern,Gneven
17089,Mecklenburg-Vorpommern,Gnevkow
18195,Mecklenburg-Vorpommern,Gnewitz
17179,Mecklenburg-Vorpommern,Gnoien
91728,Bayern,Gnotzheim
24622,Schleswig-Holstein,Gnutz
47574,Nordrhein-Westfalen,Goch
97469,Bayern,Gochsheim
76831,Rheinland-Pfalz,Göcklingen
2633,Sachsen,Göda - Hodźij
56244,Rheinland-Pfalz,Goddert
17237,Mecklenburg-Vorpommern,Godendorf
56290,Rheinland-Pfalz,Gödenroth
21376,Niedersachsen,Gödenstorf
6246,Sachsen-Anhalt,Goethestadt Bad Lauchstädt
73571,Baden-Württemberg,Göggingen
23758,Schleswig-Holstein,Göhl
19288,Mecklenburg-Vorpommern,Göhlen
29473,Niedersachsen,Göhrde
18586,Mecklenburg-Vorpommern,Göhren
4603,Thüringen,Göhren
17213,Mecklenburg-Vorpommern,Göhren-Lebbin
1824,Sachsen,Gohrisch
25557,Schleswig-Holstein,Gokels
17089,Mecklenburg-Vorpommern,Golchen
63773,Bayern,Goldbach
39596,Sachsen-Anhalt,Goldbeck
19399,Mecklenburg-Vorpommern,Goldberg
25862,Schleswig-Holstein,Goldebek
25862,Schleswig-Holstein,Goldelund
23919,Schleswig-Holstein,Göldenitz
49424,Niedersachsen,Goldenstedt
98746,Thüringen,Goldisthal
95497,Bayern,Goldkronach
49843,Niedersachsen,Gölenkamp
55767,Rheinland-Pfalz,Gollenberg
14728,Brandenburg,Gollenberg
67307,Rheinland-Pfalz,Göllheim
97258,Bayern,Gollhofen
4626,Thüringen,Göllnitz
37640,Niedersachsen,Golmbach
7751,Thüringen,Golmsdorf
15938,Brandenburg,Golßen
14778,Brandenburg,Golzow
15328,Brandenburg,Golzow
72532,Baden-Württemberg,Gomadingen
72810,Baden-Württemberg,Gomaringen
39175,Sachsen-Anhalt,Gommern
39245,Sachsen-Anhalt,Gommern
39264,Sachsen-Anhalt,Gommern
39279,Sachsen-Anhalt,Gommern
39291,Sachsen-Anhalt,Gommern
67377,Rheinland-Pfalz,Gommersheim
67724,Rheinland-Pfalz,Gonbach
75053,Baden-Württemberg,Gondelsheim
54595,Rheinland-Pfalz,Gondenbrett
56283,Rheinland-Pfalz,Gondershausen
54647,Rheinland-Pfalz,Gondorf
24610,Schleswig-Holstein,Gönnebek
53498,Rheinland-Pfalz,Gönnersdorf
54584,Rheinland-Pfalz,Gönnersdorf
67161,Rheinland-Pfalz,Gönnheim
24340,Schleswig-Holstein,Goosefeld
4618,Thüringen,Göpfersdorf
73033,Baden-Württemberg,Göppingen
73035,Baden-Württemberg,Göppingen
73037,Baden-Württemberg,Göppingen
73116,Baden-Württemberg,Göppingen
3238,Brandenburg,Gorden-Staupitz
56412,Rheinland-Pfalz,Görgeshausen
87657,Bayern,Görisried
17291,Brandenburg,Göritz
7907,Thüringen,Görkwitz
29475,Niedersachsen,Gorleben
2826,Sachsen,Görlitz
2827,Sachsen,Görlitz
2828,Sachsen,Görlitz
19294,Mecklenburg-Vorpommern,Gorlosen
17121,Mecklenburg-Vorpommern,Görmin
9405,Sachsen,Gornau
9437,Sachsen,Gornau
9573,Sachsen,Gornau
54472,Rheinland-Pfalz,Gornhausen
9390,Sachsen,Gornsdorf
99765,Thüringen,Görsbach
79733,Baden-Württemberg,Görwihl
69517,Hessen,Gorxheimertal
14828,Brandenburg,Görzke
7907,Thüringen,Göschitz
6667,Sachsen-Anhalt,Goseck
7607,Thüringen,Gösen
15537,Brandenburg,Gosen-Neu Zittau
55624,Rheinland-Pfalz,Gösenroth
78559,Baden-Württemberg,Gosheim
38640,Niedersachsen,Goslar
38642,Niedersachsen,Goslar
38644,Niedersachsen,Goslar
38690,Niedersachsen,Goslar
97780,Bayern,Gössenheim
76857,Rheinland-Pfalz,Gossersweiler-Stein
7389,Thüringen,Gössitz
4639,Thüringen,Gößnitz
91327,Bayern,Gößweinstein
99867,Thüringen,Gotha
79288,Baden-Württemberg,Gottenheim
19209,Mecklenburg-Vorpommern,Gottesgabe
94239,Bayern,Gotteszell
84177,Bayern,Gottfrieding
17207,Mecklenburg-Vorpommern,Gotthun
21514,Schleswig-Holstein,Göttin
37073,Niedersachsen,Göttingen
37075,Niedersachsen,Göttingen
37077,Niedersachsen,Göttingen
37079,Niedersachsen,Göttingen
37081,Niedersachsen,Göttingen
37083,Niedersachsen,Göttingen
37085,Niedersachsen,Göttingen
78244,Baden-Württemberg,Gottmadingen
54470,Rheinland-Pfalz,Graach an der Mosel
18181,Mecklenburg-Vorpommern,Graal-Müritz
23845,Schleswig-Holstein,Grabau
21493,Schleswig-Holstein,Grabau
86836,Bayern,Graben
14793,Brandenburg,Gräben
76676,Baden-Württemberg,Graben-Neudorf
83355,Bayern,Grabenstätt
72582,Baden-Württemberg,Grabenstetten
98631,Thüringen,Grabfeld
19300,Mecklenburg-Vorpommern,Grabow
17194,Mecklenburg-Vorpommern,Grabowhöfe
82166,Bayern,Gräfelfing
71120,Baden-Württemberg,Grafenau
94481,Bayern,Grafenau
72661,Baden-Württemberg,Grafenberg
91322,Bayern,Gräfenberg
54426,Rheinland-Pfalz,Gräfendhron
97782,Bayern,Gräfendorf
95356,Bayern,Grafengehaig
6772,Sachsen-Anhalt,Gräfenhainichen
6773,Sachsen-Anhalt,Gräfenhainichen
79865,Baden-Württemberg,Grafenhausen
97506,Bayern,Grafenrheinfeld
98743,Thüringen,Gräfenthal
93479,Bayern,Grafenwiesen
92655,Bayern,Grafenwöhr
38462,Niedersachsen,Grafhorst
85567,Bayern,Grafing bei München
94539,Bayern,Grafling
82284,Bayern,Grafrath
53501,Rheinland-Pfalz,Grafschaft
82491,Bayern,Grainau
94143,Bayern,Grainet
7616,Thüringen,Graitschen bei Bürgel
23883,Schleswig-Holstein,Grambek
17375,Mecklenburg-Vorpommern,Grambin
17322,Mecklenburg-Vorpommern,Grambow
19071,Mecklenburg-Vorpommern,Grambow
19073,Mecklenburg-Vorpommern,Grambow
18513,Mecklenburg-Vorpommern,Grammendorf
17153,Mecklenburg-Vorpommern,Grammentin
99428,Thüringen,Grammetal
18195,Mecklenburg-Vorpommern,Grammow
17291,Brandenburg,Gramzow
22946,Schleswig-Holstein,Grande
54533,Rheinland-Pfalz,Gransdorf
18513,Mecklenburg-Vorpommern,Gransebieth
16775,Brandenburg,Gransee
19386,Mecklenburg-Vorpommern,Granzin
17089,Mecklenburg-Vorpommern,Grapzow
28879,Niedersachsen,Grasberg
85630,Bayern,Grasbrunn
64689,Hessen,Grasellenbach
38368,Niedersachsen,Grasleben
83224,Bayern,Grassau
94541,Bayern,Grattersdorf
24594,Schleswig-Holstein,Grauel
61279,Hessen,Grävenwiesbach
36323,Hessen,Grebenau
36355,Hessen,Grebenhain
34393,Hessen,Grebenstein
24329,Schleswig-Holstein,Grebin
19294,Mecklenburg-Vorpommern,Grebs-Niendorf
91171,Bayern,Greding
47929,Nordrhein-Westfalen,Grefrath
86926,Bayern,Greifenberg
35753,Hessen,Greifenstein
17489,Mecklenburg-Vorpommern,Greifswald
17491,Mecklenburg-Vorpommern,Greifswald
17493,Mecklenburg-Vorpommern,Greifswald
83677,Bayern,Greiling
54314,Rheinland-Pfalz,Greimerath
54533,Rheinland-Pfalz,Greimerath
56814,Rheinland-Pfalz,Greimersburg
7973,Thüringen,Greiz
23758,Schleswig-Holstein,Gremersdorf
18461,Mecklenburg-Vorpommern,Gremersdorf-Buchholz
91350,Bayern,Gremsdorf
56858,Rheinland-Pfalz,Grenderich
79639,Baden-Württemberg,Grenzach-Wyhlen
19258,Mecklenburg-Vorpommern,Gresse
29690,Niedersachsen,Grethem
97508,Bayern,Grettstadt
99718,Thüringen,Greußen
97259,Bayern,Greußenheim
48268,Nordrhein-Westfalen,Greven
19258,Mecklenburg-Vorpommern,Greven
41515,Nordrhein-Westfalen,Grevenbroich
41516,Nordrhein-Westfalen,Grevenbroich
41517,Nordrhein-Westfalen,Grevenbroich
25361,Schleswig-Holstein,Grevenkop
24241,Schleswig-Holstein,Grevenkrug
23936,Mecklenburg-Vorpommern,Grevesmühlen
25596,Schleswig-Holstein,Gribbohm
17506,Mecklenburg-Vorpommern,Gribow
55608,Rheinland-Pfalz,Griebelschied
23936,Mecklenburg-Vorpommern,Grieben
99638,Thüringen,Griefstedt
66903,Rheinland-Pfalz,Gries
64347,Hessen,Griesheim
89608,Baden-Württemberg,Griesingen
83556,Bayern,Griesstätt
54413,Rheinland-Pfalz,Grimburg
4668,Sachsen,Grimma
98660,Thüringen,Grimmelshausen
18507,Mecklenburg-Vorpommern,Grimmen
23847,Schleswig-Holstein,Grinau
17089,Mecklenburg-Vorpommern,Grischow
7389,Thüringen,Grobengereuth
82194,Bayern,Gröbenzell
25869,Schleswig-Holstein,Gröde
4932,Brandenburg,Gröden
24376,Schleswig-Holstein,Grödersby
24399,Schleswig-Holstein,Grödersby
1609,Sachsen,Gröditz
4539,Sachsen,Groitzsch
55459,Rheinland-Pfalz,Grolsheim
72294,Baden-Württemberg,Grömbach
72297,Baden-Württemberg,Grömbach
23743,Schleswig-Holstein,Grömitz
48599,Nordrhein-Westfalen,Gronau
31028,Niedersachsen,Gronau
39397,Sachsen-Anhalt,Gröningen
22956,Schleswig-Holstein,Grönwohld
86845,Bayern,Großaitingen
37247,Hessen,Großalmerode
97633,Bayern,Großbardorf
24245,Schleswig-Holstein,Großbarkau
37359,Thüringen,Großbartloff
14979,Brandenburg,Großbeeren
49777,Niedersachsen,Groß Berßen
72663,Baden-Württemberg,Großbettlingen
64395,Hessen,Groß-Bieberau
64401,Hessen,Groß-Bieberau
7646,Thüringen,Großbockedra
23847,Schleswig-Holstein,Groß Boden
71723,Baden-Württemberg,Großbottwar
98701,Thüringen,Großbreitenbach
24582,Schleswig-Holstein,Groß Buchwald
66501,Rheinland-Pfalz,Großbundenbach
16845,Brandenburg,Großderschau
23911,Schleswig-Holstein,Groß Disnack
2953,Sachsen,Groß Düben - Dźěwin
2959,Sachsen,Groß Düben - Dźěwin
2694,Sachsen,Großdubrau - Wulka Dubrawa
26629,Niedersachsen,Großefehn
97633,Bayern,Großeibstadt
72415,Baden-Württemberg,Grosselfingen
24623,Schleswig-Holstein,Großenaspe
23775,Schleswig-Holstein,Großenbrode
99718,Thüringen,Großenehrich
1558,Sachsen,Großenhain
1561,Sachsen,Großenhain
26197,Niedersachsen,Großenkneten
36137,Hessen,Großenlüder
25712,Schleswig-Holstein,Großenrade
22946,Schleswig-Holstein,Großensee
91091,Bayern,Großenseebach
7580,Thüringen,Großenstein
24969,Schleswig-Holstein,Großenwiehe
21712,Niedersachsen,Großenwörden
71577,Baden-Württemberg,Großerlach
7768,Thüringen,Großeutersdorf
99100,Thüringen,Großfahner
67483,Rheinland-Pfalz,Großfischlingen
64521,Hessen,Groß-Gerau
19372,Mecklenburg-Vorpommern,Groß Godems
23627,Schleswig-Holstein,Groß Grönau
90613,Bayern,Großhabersdorf
22927,Schleswig-Holstein,Großhansdorf
24625,Schleswig-Holstein,Großharrie
1909,Sachsen,Großharthau
9618,Sachsen,Großhartmannsdorf
26532,Niedersachsen,Großheide
96269,Bayern,Großheirath
99518,Thüringen,Großheringen
63920,Bayern,Großheubach
56412,Rheinland-Pfalz,Großholbach
27243,Niedersachsen,Groß Ippener
54619,Rheinland-Pfalz,Großkampenberg
67229,Rheinland-Pfalz,Großkarlbach
83109,Bayern,Großkarolinenfeld
17207,Mecklenburg-Vorpommern,Groß Kelle
17495,Mecklenburg-Vorpommern,Groß Kiesow
1990,Brandenburg,Großkmehlen
18442,Mecklenburg-Vorpommern,Groß Kordshagen
15746,Brandenburg,Groß Köris
19230,Mecklenburg-Vorpommern,Groß Krams
14550,Brandenburg,Groß Kreutz (Havel)
63538,Hessen,Großkrotzenburg
24626,Schleswig-Holstein,Groß Kummerfeld
19288,Mecklenburg-Vorpommern,Groß Laasch
54608,Rheinland-Pfalz,Großlangenfeld
97320,Bayern,Großlangheim
15295,Brandenburg,Groß Lindow
54534,Rheinland-Pfalz,Großlittgen
7751,Thüringen,Großlöbichau
99759,Thüringen,Großlohra
17337,Mecklenburg-Vorpommern,Groß Luckow
56276,Rheinland-Pfalz,Großmaischeid
27419,Niedersachsen,Groß Meckelsen
85098,Bayern,Großmehring
17349,Mecklenburg-Vorpommern,Groß Miltzow
18445,Mecklenburg-Vorpommern,Groß Mohrdorf
99198,Thüringen,Großmölsen
19217,Mecklenburg-Vorpommern,Groß Molzahn
1936,Sachsen,Großnaundorf
17094,Mecklenburg-Vorpommern,Groß Nemerow
99625,Thüringen,Großneuhausen
67259,Rheinland-Pfalz,Großniedesheim
23816,Schleswig-Holstein,Groß Niendorf
25436,Schleswig-Holstein,Groß Nordende
29393,Niedersachsen,Groß Oesingen
25355,Schleswig-Holstein,Groß Offenseth-Aspern
9432,Sachsen,Großolbersdorf
63762,Bayern,Großostheim
21493,Schleswig-Holstein,Groß Pampau
16928,Brandenburg,Groß Pankow (Prignitz)
17192,Mecklenburg-Vorpommern,Groß Plasten
17390,Mecklenburg-Vorpommern,Groß Polzin
4463,Sachsen,Großpösna
2692,Sachsen,Großpostwitz/O.L. - Budestecy
7751,Thüringen,Großpürschütz
38822,Sachsen-Anhalt,Groß Quenstedt
1983,Brandenburg,Großräschen
24872,Schleswig-Holstein,Groß Rheide
97950,Baden-Württemberg,Großrinderfeld
17166,Mecklenburg-Vorpommern,Groß Roge
68649,Hessen,Groß-Rohrheim
1900,Sachsen,Großröhrsdorf
23795,Schleswig-Holstein,Groß Rönnau
66352,Saarland,Großrosseln
9518,Sachsen,Großrückerswalde
99195,Thüringen,Großrudestedt
23627,Schleswig-Holstein,Groß Sarau
3149,Brandenburg,Groß Schacksdorf-Simmersdorf
23860,Schleswig-Holstein,Groß Schenkenberg
9603,Sachsen,Großschirma
2779,Sachsen,Großschönau
2799,Sachsen,Großschönau
99441,Thüringen,Großschwabhausen
2708,Sachsen,Großschweidnitz
18276,Mecklenburg-Vorpommern,Groß Schwiesow
56472,Rheinland-Pfalz,Großseifen
24991,Schleswig-Holstein,Großsolt
66484,Rheinland-Pfalz,Großsteinhausen
23972,Mecklenburg-Vorpommern,Groß Stieten
17091,Mecklenburg-Vorpommern,Groß Teetzleben
4932,Brandenburg,Großthiemig
38464,Niedersachsen,Groß Twülpstedt
64823,Hessen,Groß-Umstadt
99958,Thüringen,Großvargula
24802,Schleswig-Holstein,Groß Vollstedt
63868,Bayern,Großwallstadt
82439,Bayern,Großweil
4720,Sachsen,Großweitzschen
24361,Schleswig-Holstein,Groß Wittensee
17166,Mecklenburg-Vorpommern,Groß Wokern
16775,Brandenburg,Großwoltersdorf
17168,Mecklenburg-Vorpommern,Groß Wüstenfelde
64846,Hessen,Groß-Zimmern
25836,Schleswig-Holstein,Grothusenkoog
21493,Schleswig-Holstein,Grove
25774,Schleswig-Holstein,Groven
98530,Thüringen,Grub
96271,Bayern,Grub a.Forst
23749,Schleswig-Holstein,Grube
73344,Baden-Württemberg,Gruibingen
67745,Rheinland-Pfalz,Grumbach
8223,Sachsen,Grünbach
35305,Hessen,Grünberg
63584,Hessen,Gründau
24977,Schleswig-Holstein,Grundhof
